page,mode,dpi,proc,input_px,box_thr,text_thr,tile,overlap,nms_iou,tiles,raw,kept,anchors,hit,recall,clusters,clean,merged,spurious,mean_score,sec,postproc,err,overlay,tag,human_label,human_correct
40,tiled,300,defxdef,800x800,0.12,0.1,2800.0,0.2,0.45,6,77,12,4,1,0.25,12,2,0,10,0.211,2.6,grounded,,dino_lab_runs\20260920_124756\p40_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p40_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,wrong,0.0
40,single,300,defxdef,1236x800,0.08,0.1,,,,1,24,22,4,1,0.25,22,5,0,17,0.128,0.8,grounded,,dino_lab_runs\20260920_124756\p40_single_dpi300_box0.08_txt0.1_procDEFAULT.jpg,p40_single_dpi300_box0.08_txt0.1_procDEFAULT,correct,1.0
40,single,300,defxdef,1236x800,0.12,0.1,,,,1,14,13,4,1,0.25,13,2,0,11,0.151,0.9,grounded,,dino_lab_runs\20260920_124756\p40_single_dpi300_box0.12_txt0.1_procDEFAULT.jpg,p40_single_dpi300_box0.12_txt0.1_procDEFAULT,correct,1.0
41,tiled,300,defxdef,800x800,0.08,0.1,2800.0,0.2,0.45,6,141,21,4,4,1.0,21,3,1,17,0.179,2.5,grounded,,dino_lab_runs\20260920_124756\p41_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p41_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,wrong,0.0
41,tiled,300,defxdef,800x800,0.12,0.1,2800.0,0.2,0.45,6,76,12,4,2,0.5,12,2,0,10,0.21,2.6,grounded,,dino_lab_runs\20260920_124756\p41_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p41_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,unlabeled,
41,single,300,defxdef,1236x800,0.08,0.1,,,,1,23,21,4,4,1.0,21,9,2,10,0.142,0.8,grounded,,dino_lab_runs\20260920_124756\p41_single_dpi300_box0.08_txt0.1_procDEFAULT.jpg,p41_single_dpi300_box0.08_txt0.1_procDEFAULT,correct,1.0
41,single,300,defxdef,1236x800,0.12,0.1,,,,1,15,14,4,3,0.75,14,5,1,8,0.166,0.9,grounded,,dino_lab_runs\20260920_124756\p41_single_dpi300_box0.12_txt0.1_procDEFAULT.jpg,p41_single_dpi300_box0.12_txt0.1_procDEFAULT,wrong,0.0
42,tiled,300,defxdef,800x800,0.08,0.1,2800.0,0.2,0.45,6,135,12,1,0,0.0,12,0,0,12,0.234,2.6,grounded,,dino_lab_runs\20260920_124756\p42_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p42_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,wrong,0.0
42,tiled,300,defxdef,800x800,0.12,0.1,2800.0,0.2,0.45,6,89,11,1,0,0.0,11,0,0,11,0.234,2.5,grounded,,dino_lab_runs\20260920_124756\p42_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p42_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,wrong,0.0
42,single,300,defxdef,1236x800,0.08,0.1,,,,1,28,24,1,0,0.0,24,0,0,24,0.147,0.8,grounded,,dino_lab_runs\20260920_124756\p42_single_dpi300_box0.08_txt0.1_procDEFAULT.jpg,p42_single_dpi300_box0.08_txt0.1_procDEFAULT,correct,1.0
42,single,300,defxdef,1236x800,0.12,0.1,,,,1,15,14,1,0,0.0,14,0,0,14,0.182,0.8,grounded,,dino_lab_runs\20260920_124756\p42_single_dpi300_box0.12_txt0.1_procDEFAULT.jpg,p42_single_dpi300_box0.12_txt0.1_procDEFAULT,correct,1.0
43,tiled,300,defxdef,800x800,0.08,0.1,2800.0,0.2,0.45,6,147,17,1,0,0.0,17,0,0,17,0.175,2.7,grounded,,dino_lab_runs\20260920_124756\p43_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p43_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,wrong,0.0
43,tiled,300,defxdef,800x800,0.12,0.1,2800.0,0.2,0.45,6,66,9,1,0,0.0,9,0,0,9,0.224,2.6,grounded,,dino_lab_runs\20260920_124756\p43_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p43_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,wrong,0.0
43,single,300,defxdef,1236x800,0.08,0.1,,,,1,25,22,1,0,0.0,22,0,0,22,0.141,0.8,grounded,,dino_lab_runs\20260920_124756\p43_single_dpi300_box0.08_txt0.1_procDEFAULT.jpg,p43_single_dpi300_box0.08_txt0.1_procDEFAULT,correct,1.0
43,single,300,defxdef,1236x800,0.12,0.1,,,,1,14,12,1,0,0.0,12,0,0,12,0.179,0.9,grounded,,dino_lab_runs\20260920_124756\p43_single_dpi300_box0.12_txt0.1_procDEFAULT.jpg,p43_single_dpi300_box0.12_txt0.1_procDEFAULT,correct,1.0
44,tiled,300,defxdef,800x800,0.08,0.1,2800.0,0.2,0.45,6,132,17,2,0,0.0,17,0,0,17,0.188,2.6,grounded,,dino_lab_runs\20260920_124756\p44_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p44_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,wrong,0.0
44,tiled,300,defxdef,800x800,0.12,0.1,2800.0,0.2,0.45,6,73,13,2,0,0.0,13,0,0,13,0.217,2.7,grounded,,dino_lab_runs\20260920_124756\p44_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p44_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,wrong,0.0
44,single,300,defxdef,1236x800,0.08,0.1,,,,1,25,19,2,1,0.5,19,1,0,18,0.149,0.9,grounded,,dino_lab_runs\20260920_124756\p44_single_dpi300_box0.08_txt0.1_procDEFAULT.jpg,p44_single_dpi300_box0.08_txt0.1_procDEFAULT,correct,1.0
44,single,300,defxdef,1236x800,0.12,0.1,,,,1,11,9,2,0,0.0,9,0,0,9,0.201,0.9,grounded,,dino_lab_runs\20260920_124756\p44_single_dpi300_box0.12_txt0.1_procDEFAULT.jpg,p44_single_dpi300_box0.12_txt0.1_procDEFAULT,correct,1.0
45,tiled,300,defxdef,800x800,0.08,0.1,2800.0,0.2,0.45,6,183,20,1,0,0.0,20,0,0,20,0.18,2.6,grounded,,dino_lab_runs\20260920_124756\p45_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p45_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,wrong,0.0
45,tiled,300,defxdef,800x800,0.12,0.1,2800.0,0.2,0.45,6,91,16,1,0,0.0,16,0,0,16,0.189,2.5,grounded,,dino_lab_runs\20260920_124756\p45_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p45_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,wrong,0.0
45,single,300,defxdef,1236x800,0.08,0.1,,,,1,26,24,1,0,0.0,24,0,0,24,0.124,0.8,grounded,,dino_lab_runs\20260920_124756\p45_single_dpi300_box0.08_txt0.1_procDEFAULT.jpg,p45_single_dpi300_box0.08_txt0.1_procDEFAULT,wrong,0.0
45,single,300,defxdef,1236x800,0.12,0.1,,,,1,11,10,1,0,0.0,10,0,0,10,0.163,0.9,grounded,,dino_lab_runs\20260920_124756\p45_single_dpi300_box0.12_txt0.1_procDEFAULT.jpg,p45_single_dpi300_box0.12_txt0.1_procDEFAULT,correct,1.0
46,tiled,300,defxdef,800x800,0.08,0.1,2800.0,0.2,0.45,6,140,15,3,2,0.667,15,4,0,11,0.217,2.6,grounded,,dino_lab_runs\20260920_124756\p46_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p46_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,wrong,0.0
46,tiled,300,defxdef,800x800,0.12,0.1,2800.0,0.2,0.45,6,79,10,3,2,0.667,10,3,0,7,0.249,2.6,grounded,,dino_lab_runs\20260920_124756\p46_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p46_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,unlabeled,
46,single,300,defxdef,1236x800,0.08,0.1,,,,1,27,25,3,3,1.0,25,3,1,21,0.159,1.2,grounded,,dino_lab_runs\20260920_124756\p46_single_dpi300_box0.08_txt0.1_procDEFAULT.jpg,p46_single_dpi300_box0.08_txt0.1_procDEFAULT,correct,1.0
46,single,300,defxdef,1236x800,0.12,0.1,,,,1,15,14,3,2,0.667,14,0,1,13,0.206,1.0,grounded,,dino_lab_runs\20260920_124756\p46_single_dpi300_box0.12_txt0.1_procDEFAULT.jpg,p46_single_dpi300_box0.12_txt0.1_procDEFAULT,correct,1.0
47,tiled,300,defxdef,800x800,0.08,0.1,2800.0,0.2,0.45,6,146,22,3,3,1.0,22,6,0,16,0.179,2.9,grounded,,dino_lab_runs\20260920_124756\p47_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p47_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,wrong,0.0
47,tiled,300,defxdef,800x800,0.12,0.1,2800.0,0.2,0.45,6,71,14,3,3,1.0,14,4,0,10,0.221,3.1,grounded,,dino_lab_runs\20260920_124756\p47_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p47_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,correct,1.0
47,single,300,defxdef,1236x800,0.08,0.1,,,,1,27,25,3,2,0.667,25,6,0,19,0.153,0.9,grounded,,dino_lab_runs\20260920_124756\p47_single_dpi300_box0.08_txt0.1_procDEFAULT.jpg,p47_single_dpi300_box0.08_txt0.1_procDEFAULT,wrong,0.0
47,single,300,defxdef,1236x800,0.12,0.1,,,,1,14,13,3,2,0.667,13,4,0,9,0.203,1.0,grounded,,dino_lab_runs\20260920_124756\p47_single_dpi300_box0.12_txt0.1_procDEFAULT.jpg,p47_single_dpi300_box0.12_txt0.1_procDEFAULT,wrong,0.0
48,tiled,300,defxdef,800x800,0.08,0.1,2800.0,0.2,0.45,6,148,19,2,1,0.5,19,2,0,17,0.179,3.4,grounded,,dino_lab_runs\20260920_124756\p48_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p48_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,wrong,0.0
48,tiled,300,defxdef,800x800,0.12,0.1,2800.0,0.2,0.45,6,79,12,2,1,0.5,12,1,0,11,0.221,3.3,grounded,,dino_lab_runs\20260920_124756\p48_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p48_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,wrong,0.0
48,single,300,defxdef,1236x800,0.08,0.1,,,,1,28,24,2,1,0.5,24,1,0,23,0.147,1.0,grounded,,dino_lab_runs\20260920_124756\p48_single_dpi300_box0.08_txt0.1_procDEFAULT.jpg,p48_single_dpi300_box0.08_txt0.1_procDEFAULT,correct,1.0
48,single,300,defxdef,1236x800,0.12,0.1,,,,1,16,15,2,0,0.0,15,0,0,15,0.179,1.1,grounded,,dino_lab_runs\20260920_124756\p48_single_dpi300_box0.12_txt0.1_procDEFAULT.jpg,p48_single_dpi300_box0.12_txt0.1_procDEFAULT,correct,1.0
49,tiled,300,defxdef,800x800,0.08,0.1,2800.0,0.2,0.45,6,138,12,1,0,0.0,12,0,0,12,0.204,2.9,grounded,,dino_lab_runs\20260920_124756\p49_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p49_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,wrong,0.0
49,tiled,300,defxdef,800x800,0.12,0.1,2800.0,0.2,0.45,6,80,10,1,0,0.0,10,0,0,10,0.235,2.9,grounded,,dino_lab_runs\20260920_124756\p49_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p49_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,wrong,0.0
49,single,300,defxdef,1236x800,0.08,0.1,,,,1,24,20,1,0,0.0,20,0,0,20,0.155,1.2,grounded,,dino_lab_runs\20260920_124756\p49_single_dpi300_box0.08_txt0.1_procDEFAULT.jpg,p49_single_dpi300_box0.08_txt0.1_procDEFAULT,correct,1.0
49,single,300,defxdef,1236x800,0.12,0.1,,,,1,12,11,1,0,0.0,11,0,0,11,0.196,0.9,grounded,,dino_lab_runs\20260920_124756\p49_single_dpi300_box0.12_txt0.1_procDEFAULT.jpg,p49_single_dpi300_box0.12_txt0.1_procDEFAULT,correct,1.0
50,tiled,300,defxdef,800x800,0.08,0.1,2800.0,0.2,0.45,6,131,20,2,1,0.5,20,1,0,19,0.161,2.9,grounded,,dino_lab_runs\20260920_124756\p50_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p50_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,wrong,0.0
50,tiled,300,defxdef,800x800,0.12,0.1,2800.0,0.2,0.45,6,78,13,2,1,0.5,13,1,0,12,0.195,3.4,grounded,,dino_lab_runs\20260920_124756\p50_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p50_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,wrong,0.0
50,single,300,defxdef,1236x800,0.08,0.1,,,,1,20,16,2,0,0.0,16,0,0,16,0.152,0.9,grounded,,dino_lab_runs\20260920_124756\p50_single_dpi300_box0.08_txt0.1_procDEFAULT.jpg,p50_single_dpi300_box0.08_txt0.1_procDEFAULT,correct,1.0
50,single,300,defxdef,1236x800,0.12,0.1,,,,1,10,9,2,0,0.0,9,0,0,9,0.197,0.9,grounded,,dino_lab_runs\20260920_124756\p50_single_dpi300_box0.12_txt0.1_procDEFAULT.jpg,p50_single_dpi300_box0.12_txt0.1_procDEFAULT,correct,1.0
51,tiled,300,defxdef,800x800,0.08,0.1,2800.0,0.2,0.45,6,137,17,2,0,0.0,17,0,0,17,0.174,2.9,grounded,,dino_lab_runs\20260920_124756\p51_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p51_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,wrong,0.0
51,tiled,300,defxdef,800x800,0.12,0.1,2800.0,0.2,0.45,6,69,10,2,0,0.0,10,0,0,10,0.225,2.9,grounded,,dino_lab_runs\20260920_124756\p51_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p51_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,wrong,0.0
51,single,300,defxdef,1236x800,0.08,0.1,,,,1,14,12,2,1,0.5,12,1,0,11,0.173,1.0,grounded,,dino_lab_runs\20260920_124756\p51_single_dpi300_box0.08_txt0.1_procDEFAULT.jpg,p51_single_dpi300_box0.08_txt0.1_procDEFAULT,correct,1.0
51,single,300,defxdef,1236x800,0.12,0.1,,,,1,10,9,2,0,0.0,9,0,0,9,0.199,0.9,grounded,,dino_lab_runs\20260920_124756\p51_single_dpi300_box0.12_txt0.1_procDEFAULT.jpg,p51_single_dpi300_box0.12_txt0.1_procDEFAULT,correct,1.0
52,tiled,300,defxdef,800x800,0.08,0.1,2800.0,0.2,0.45,6,131,17,1,0,0.0,17,0,0,17,0.17,2.9,grounded,,dino_lab_runs\20260920_124756\p52_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p52_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,correct,1.0
52,tiled,300,defxdef,800x800,0.12,0.1,2800.0,0.2,0.45,6,67,10,1,0,0.0,10,0,0,10,0.217,2.9,grounded,,dino_lab_runs\20260920_124756\p52_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p52_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,correct,1.0
52,single,300,defxdef,1236x800,0.08,0.1,,,,1,21,15,1,0,0.0,15,0,0,15,0.151,0.9,grounded,,dino_lab_runs\20260920_124756\p52_single_dpi300_box0.08_txt0.1_procDEFAULT.jpg,p52_single_dpi300_box0.08_txt0.1_procDEFAULT,correct,1.0
52,single,300,defxdef,1236x800,0.12,0.1,,,,1,11,10,1,0,0.0,10,0,0,10,0.172,0.9,grounded,,dino_lab_runs\20260920_124756\p52_single_dpi300_box0.12_txt0.1_procDEFAULT.jpg,p52_single_dpi300_box0.12_txt0.1_procDEFAULT,wrong,0.0
53,tiled,300,defxdef,800x800,0.08,0.1,2800.0,0.2,0.45,6,114,16,1,0,0.0,16,0,0,16,0.18,2.9,grounded,,dino_lab_runs\20260920_124756\p53_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p53_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,wrong,0.0
53,tiled,300,defxdef,800x800,0.12,0.1,2800.0,0.2,0.45,6,59,10,1,0,0.0,10,0,0,10,0.227,3.1,grounded,,dino_lab_runs\20260920_124756\p53_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p53_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,wrong,0.0
53,single,300,defxdef,1236x800,0.08,0.1,,,,1,24,21,1,0,0.0,21,0,0,21,0.133,0.9,grounded,,dino_lab_runs\20260920_124756\p53_single_dpi300_box0.08_txt0.1_procDEFAULT.jpg,p53_single_dpi300_box0.08_txt0.1_procDEFAULT,wrong,0.0
53,single,300,defxdef,1236x800,0.12,0.1,,,,1,10,9,1,0,0.0,9,0,0,9,0.179,0.8,grounded,,dino_lab_runs\20260920_124756\p53_single_dpi300_box0.12_txt0.1_procDEFAULT.jpg,p53_single_dpi300_box0.12_txt0.1_procDEFAULT,wrong,0.0
54,tiled,300,defxdef,800x800,0.08,0.1,2800.0,0.2,0.45,6,116,15,1,1,1.0,15,2,0,13,0.185,2.9,grounded,,dino_lab_runs\20260920_124756\p54_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p54_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,correct,1.0
54,tiled,300,defxdef,800x800,0.12,0.1,2800.0,0.2,0.45,6,64,8,1,1,1.0,8,1,0,7,0.257,2.9,grounded,,dino_lab_runs\20260920_124756\p54_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p54_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,wrong,0.0
54,single,300,defxdef,1236x800,0.08,0.1,,,,1,21,17,1,1,1.0,17,5,0,12,0.145,1.1,grounded,,dino_lab_runs\20260920_124756\p54_single_dpi300_box0.08_txt0.1_procDEFAULT.jpg,p54_single_dpi300_box0.08_txt0.1_procDEFAULT,correct,1.0
54,single,300,defxdef,1236x800,0.12,0.1,,,,1,10,9,1,1,1.0,9,3,0,6,0.188,0.8,grounded,,dino_lab_runs\20260920_124756\p54_single_dpi300_box0.12_txt0.1_procDEFAULT.jpg,p54_single_dpi300_box0.12_txt0.1_procDEFAULT,correct,1.0
55,tiled,300,defxdef,800x800,0.08,0.1,2800.0,0.2,0.45,6,171,17,2,1,0.5,17,2,0,15,0.186,4.2,grounded,,dino_lab_runs\20260920_124756\p55_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p55_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,wrong,0.0
55,tiled,300,defxdef,800x800,0.12,0.1,2800.0,0.2,0.45,6,82,11,2,1,0.5,11,1,0,10,0.227,3.0,grounded,,dino_lab_runs\20260920_124756\p55_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p55_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,wrong,0.0
55,single,300,defxdef,1236x800,0.08,0.1,,,,1,26,20,2,1,0.5,20,2,0,18,0.153,0.9,grounded,,dino_lab_runs\20260920_124756\p55_single_dpi300_box0.08_txt0.1_procDEFAULT.jpg,p55_single_dpi300_box0.08_txt0.1_procDEFAULT,correct,1.0
55,single,300,defxdef,1236x800,0.12,0.1,,,,1,13,12,2,1,0.5,12,2,0,10,0.189,1.0,grounded,,dino_lab_runs\20260920_124756\p55_single_dpi300_box0.12_txt0.1_procDEFAULT.jpg,p55_single_dpi300_box0.12_txt0.1_procDEFAULT,correct,1.0
56,tiled,300,defxdef,800x800,0.08,0.1,2800.0,0.2,0.45,6,152,15,3,1,0.333,15,1,0,14,0.197,2.9,grounded,,dino_lab_runs\20260920_124756\p56_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p56_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,wrong,0.0
56,tiled,300,defxdef,800x800,0.12,0.1,2800.0,0.2,0.45,6,76,10,3,0,0.0,10,0,0,10,0.24,2.8,grounded,,dino_lab_runs\20260920_124756\p56_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p56_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,wrong,0.0
56,single,300,defxdef,1236x800,0.08,0.1,,,,1,30,26,3,1,0.333,26,2,0,24,0.153,0.9,grounded,,dino_lab_runs\20260920_124756\p56_single_dpi300_box0.08_txt0.1_procDEFAULT.jpg,p56_single_dpi300_box0.08_txt0.1_procDEFAULT,correct,1.0
56,single,300,defxdef,1236x800,0.12,0.1,,,,1,15,14,3,1,0.333,14,1,0,13,0.2,0.8,grounded,,dino_lab_runs\20260920_124756\p56_single_dpi300_box0.12_txt0.1_procDEFAULT.jpg,p56_single_dpi300_box0.12_txt0.1_procDEFAULT,correct,1.0
57,tiled,300,defxdef,800x800,0.08,0.1,2800.0,0.2,0.45,6,132,12,2,2,1.0,12,2,0,10,0.185,3.4,grounded,,dino_lab_runs\20260920_124756\p57_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p57_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,wrong,0.0
57,tiled,300,defxdef,800x800,0.12,0.1,2800.0,0.2,0.45,6,68,9,2,2,1.0,9,2,0,7,0.21,3.0,grounded,,dino_lab_runs\20260920_124756\p57_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p57_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,wrong,0.0
57,single,300,defxdef,1236x800,0.08,0.1,,,,1,19,12,2,2,1.0,12,12,0,0,0.149,0.9,grounded,,dino_lab_runs\20260920_124756\p57_single_dpi300_box0.08_txt0.1_procDEFAULT.jpg,p57_single_dpi300_box0.08_txt0.1_procDEFAULT,correct,1.0
57,single,300,defxdef,1236x800,0.12,0.1,,,,1,10,6,2,2,1.0,6,6,0,0,0.203,0.9,grounded,,dino_lab_runs\20260920_124756\p57_single_dpi300_box0.12_txt0.1_procDEFAULT.jpg,p57_single_dpi300_box0.12_txt0.1_procDEFAULT,correct,1.0
58,tiled,300,defxdef,800x800,0.08,0.1,2800.0,0.2,0.45,6,144,17,1,0,0.0,17,0,0,17,0.146,3.1,grounded,,dino_lab_runs\20260920_124756\p58_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p58_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,unlabeled,
58,tiled,300,defxdef,800x800,0.12,0.1,2800.0,0.2,0.45,6,47,7,1,0,0.0,7,0,0,7,0.21,3.5,grounded,,dino_lab_runs\20260920_124756\p58_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p58_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,wrong,0.0
58,single,300,defxdef,1236x800,0.08,0.1,,,,1,18,11,1,0,0.0,11,0,0,11,0.169,0.9,grounded,,dino_lab_runs\20260920_124756\p58_single_dpi300_box0.08_txt0.1_procDEFAULT.jpg,p58_single_dpi300_box0.08_txt0.1_procDEFAULT,unlabeled,
58,single,300,defxdef,1236x800,0.12,0.1,,,,1,9,8,1,0,0.0,8,0,0,8,0.196,0.8,grounded,,dino_lab_runs\20260920_124756\p58_single_dpi300_box0.12_txt0.1_procDEFAULT.jpg,p58_single_dpi300_box0.12_txt0.1_procDEFAULT,correct,1.0
59,tiled,300,defxdef,800x800,0.08,0.1,2800.0,0.2,0.45,6,176,16,2,0,0.0,16,0,0,16,0.196,3.0,grounded,,dino_lab_runs\20260920_124756\p59_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p59_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,wrong,0.0
59,tiled,300,defxdef,800x800,0.12,0.1,2800.0,0.2,0.45,6,102,12,2,0,0.0,12,0,0,12,0.222,2.9,grounded,,dino_lab_runs\20260920_124756\p59_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p59_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,wrong,0.0
59,single,300,defxdef,1236x800,0.08,0.1,,,,1,38,35,2,0,0.0,35,0,0,35,0.145,0.9,grounded,,dino_lab_runs\20260920_124756\p59_single_dpi300_box0.08_txt0.1_procDEFAULT.jpg,p59_single_dpi300_box0.08_txt0.1_procDEFAULT,correct,1.0
59,single,300,defxdef,1236x800,0.12,0.1,,,,1,23,22,2,0,0.0,22,0,0,22,0.175,1.0,grounded,,dino_lab_runs\20260920_124756\p59_single_dpi300_box0.12_txt0.1_procDEFAULT.jpg,p59_single_dpi300_box0.12_txt0.1_procDEFAULT,correct,1.0
60,tiled,300,defxdef,800x800,0.08,0.1,2800.0,0.2,0.45,6,123,10,2,1,0.5,10,1,0,9,0.202,2.9,grounded,,dino_lab_runs\20260920_124756\p60_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p60_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,correct,1.0
