page,mode,dpi,proc,input_px,box_thr,text_thr,tile,overlap,nms_iou,tiles,raw,kept,anchors,hit,recall,clusters,clean,merged,spurious,mean_score,sec,postproc,err,overlay,tag,human_label,human_correct
80,tiled,300,defxdef,800x800,0.12,0.1,2800.0,0.2,0.45,6,54,7,2,0,0.0,7,0,0,7,0.187,2.8,grounded,,dino_lab_runs\20260920_124756\p80_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p80_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,unlabeled,
80,single,300,defxdef,1236x800,0.08,0.1,,,,1,24,20,2,0,0.0,20,0,0,20,0.147,0.8,grounded,,dino_lab_runs\20260920_124756\p80_single_dpi300_box0.08_txt0.1_procDEFAULT.jpg,p80_single_dpi300_box0.08_txt0.1_procDEFAULT,unlabeled,
80,single,300,defxdef,1236x800,0.12,0.1,,,,1,11,9,2,0,0.0,9,0,0,9,0.211,0.9,grounded,,dino_lab_runs\20260920_124756\p80_single_dpi300_box0.12_txt0.1_procDEFAULT.jpg,p80_single_dpi300_box0.12_txt0.1_procDEFAULT,unlabeled,
81,tiled,300,defxdef,800x800,0.08,0.1,2800.0,0.2,0.45,6,149,17,2,0,0.0,17,0,0,17,0.166,2.9,grounded,,dino_lab_runs\20260920_124756\p81_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p81_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,unlabeled,
81,tiled,300,defxdef,800x800,0.12,0.1,2800.0,0.2,0.45,6,79,10,2,0,0.0,10,0,0,10,0.198,2.9,grounded,,dino_lab_runs\20260920_124756\p81_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p81_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,unlabeled,
81,single,300,defxdef,1236x800,0.08,0.1,,,,1,25,23,2,0,0.0,23,0,0,23,0.159,1.0,grounded,,dino_lab_runs\20260920_124756\p81_single_dpi300_box0.08_txt0.1_procDEFAULT.jpg,p81_single_dpi300_box0.08_txt0.1_procDEFAULT,unlabeled,
81,single,300,defxdef,1236x800,0.12,0.1,,,,1,16,15,2,0,0.0,15,0,0,15,0.195,0.9,grounded,,dino_lab_runs\20260920_124756\p81_single_dpi300_box0.12_txt0.1_procDEFAULT.jpg,p81_single_dpi300_box0.12_txt0.1_procDEFAULT,unlabeled,
82,tiled,300,defxdef,800x800,0.08,0.1,2800.0,0.2,0.45,6,130,18,2,2,1.0,18,2,0,16,0.154,2.8,grounded,,dino_lab_runs\20260920_124756\p82_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p82_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,unlabeled,
82,tiled,300,defxdef,800x800,0.12,0.1,2800.0,0.2,0.45,6,63,7,2,2,1.0,7,2,0,5,0.234,3.1,grounded,,dino_lab_runs\20260920_124756\p82_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p82_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,unlabeled,
82,single,300,defxdef,1236x800,0.08,0.1,,,,1,26,22,2,1,0.5,22,2,0,20,0.164,1.0,grounded,,dino_lab_runs\20260920_124756\p82_single_dpi300_box0.08_txt0.1_procDEFAULT.jpg,p82_single_dpi300_box0.08_txt0.1_procDEFAULT,unlabeled,
82,single,300,defxdef,1236x800,0.12,0.1,,,,1,14,13,2,1,0.5,13,1,0,12,0.209,0.9,grounded,,dino_lab_runs\20260920_124756\p82_single_dpi300_box0.12_txt0.1_procDEFAULT.jpg,p82_single_dpi300_box0.12_txt0.1_procDEFAULT,unlabeled,
83,tiled,300,defxdef,800x800,0.08,0.1,2800.0,0.2,0.45,6,142,17,1,1,1.0,17,2,0,15,0.141,2.9,grounded,,dino_lab_runs\20260920_124756\p83_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p83_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,unlabeled,
83,tiled,300,defxdef,800x800,0.12,0.1,2800.0,0.2,0.45,6,57,6,1,1,1.0,6,1,0,5,0.183,3.0,grounded,,dino_lab_runs\20260920_124756\p83_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p83_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,unlabeled,
83,single,300,defxdef,1236x800,0.08,0.1,,,,1,20,15,1,0,0.0,15,0,0,15,0.136,1.1,grounded,,dino_lab_runs\20260920_124756\p83_single_dpi300_box0.08_txt0.1_procDEFAULT.jpg,p83_single_dpi300_box0.08_txt0.1_procDEFAULT,unlabeled,
83,single,300,defxdef,1236x800,0.12,0.1,,,,1,8,6,1,0,0.0,6,0,0,6,0.201,0.8,grounded,,dino_lab_runs\20260920_124756\p83_single_dpi300_box0.12_txt0.1_procDEFAULT.jpg,p83_single_dpi300_box0.12_txt0.1_procDEFAULT,unlabeled,
84,tiled,300,defxdef,800x800,0.08,0.1,2800.0,0.2,0.45,6,123,11,1,1,1.0,11,2,0,9,0.217,3.0,grounded,,dino_lab_runs\20260920_124756\p84_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p84_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,unlabeled,
84,tiled,300,defxdef,800x800,0.12,0.1,2800.0,0.2,0.45,6,76,7,1,1,1.0,7,1,0,6,0.273,2.8,grounded,,dino_lab_runs\20260920_124756\p84_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p84_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,unlabeled,
84,single,300,defxdef,1236x800,0.08,0.1,,,,1,24,21,1,1,1.0,21,6,0,15,0.152,0.9,grounded,,dino_lab_runs\20260920_124756\p84_single_dpi300_box0.08_txt0.1_procDEFAULT.jpg,p84_single_dpi300_box0.08_txt0.1_procDEFAULT,unlabeled,
84,single,300,defxdef,1236x800,0.12,0.1,,,,1,14,13,1,1,1.0,13,4,0,9,0.188,0.9,grounded,,dino_lab_runs\20260920_124756\p84_single_dpi300_box0.12_txt0.1_procDEFAULT.jpg,p84_single_dpi300_box0.12_txt0.1_procDEFAULT,unlabeled,
85,tiled,300,defxdef,800x800,0.08,0.1,2800.0,0.2,0.45,6,139,16,4,3,0.75,16,4,0,12,0.177,2.8,grounded,,dino_lab_runs\20260920_124756\p85_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p85_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,unlabeled,
85,tiled,300,defxdef,800x800,0.12,0.1,2800.0,0.2,0.45,6,66,9,4,2,0.5,9,2,0,7,0.23,2.9,grounded,,dino_lab_runs\20260920_124756\p85_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p85_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,unlabeled,
85,single,300,defxdef,1236x800,0.08,0.1,,,,1,25,23,4,1,0.25,23,4,0,19,0.164,0.9,grounded,,dino_lab_runs\20260920_124756\p85_single_dpi300_box0.08_txt0.1_procDEFAULT.jpg,p85_single_dpi300_box0.08_txt0.1_procDEFAULT,unlabeled,
85,single,300,defxdef,1236x800,0.12,0.1,,,,1,13,12,4,0,0.0,12,0,0,12,0.227,0.9,grounded,,dino_lab_runs\20260920_124756\p85_single_dpi300_box0.12_txt0.1_procDEFAULT.jpg,p85_single_dpi300_box0.12_txt0.1_procDEFAULT,unlabeled,
86,tiled,300,defxdef,800x800,0.08,0.1,2800.0,0.2,0.45,6,148,15,4,2,0.5,15,2,0,13,0.211,2.9,grounded,,dino_lab_runs\20260920_124756\p86_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p86_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,unlabeled,
86,tiled,300,defxdef,800x800,0.12,0.1,2800.0,0.2,0.45,6,79,11,4,0,0.0,11,0,0,11,0.252,2.9,grounded,,dino_lab_runs\20260920_124756\p86_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p86_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,unlabeled,
86,single,300,defxdef,1236x800,0.08,0.1,,,,1,27,24,4,1,0.25,24,2,0,22,0.186,0.9,grounded,,dino_lab_runs\20260920_124756\p86_single_dpi300_box0.08_txt0.1_procDEFAULT.jpg,p86_single_dpi300_box0.08_txt0.1_procDEFAULT,unlabeled,
86,single,300,defxdef,1236x800,0.12,0.1,,,,1,16,15,4,0,0.0,15,0,0,15,0.239,0.9,grounded,,dino_lab_runs\20260920_124756\p86_single_dpi300_box0.12_txt0.1_procDEFAULT.jpg,p86_single_dpi300_box0.12_txt0.1_procDEFAULT,unlabeled,
87,tiled,300,defxdef,800x800,0.08,0.1,2800.0,0.2,0.45,6,134,13,4,1,0.25,13,1,0,12,0.21,2.9,grounded,,dino_lab_runs\20260920_124756\p87_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p87_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,unlabeled,
87,tiled,300,defxdef,800x800,0.12,0.1,2800.0,0.2,0.45,6,75,9,4,0,0.0,9,0,0,9,0.264,3.0,grounded,,dino_lab_runs\20260920_124756\p87_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p87_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,unlabeled,
87,single,300,defxdef,1236x800,0.08,0.1,,,,1,24,21,4,0,0.0,21,0,0,21,0.179,1.0,grounded,,dino_lab_runs\20260920_124756\p87_single_dpi300_box0.08_txt0.1_procDEFAULT.jpg,p87_single_dpi300_box0.08_txt0.1_procDEFAULT,unlabeled,
87,single,300,defxdef,1236x800,0.12,0.1,,,,1,18,17,4,0,0.0,17,0,0,17,0.198,1.0,grounded,,dino_lab_runs\20260920_124756\p87_single_dpi300_box0.12_txt0.1_procDEFAULT.jpg,p87_single_dpi300_box0.12_txt0.1_procDEFAULT,unlabeled,
88,tiled,300,defxdef,800x800,0.08,0.1,2800.0,0.2,0.45,6,152,16,4,2,0.5,16,3,0,13,0.198,3.0,grounded,,dino_lab_runs\20260920_124756\p88_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p88_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,unlabeled,
88,tiled,300,defxdef,800x800,0.12,0.1,2800.0,0.2,0.45,6,86,13,4,1,0.25,13,1,0,12,0.23,3.0,grounded,,dino_lab_runs\20260920_124756\p88_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p88_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,unlabeled,
88,single,300,defxdef,1236x800,0.08,0.1,,,,1,24,22,4,1,0.25,22,1,0,21,0.173,0.9,grounded,,dino_lab_runs\20260920_124756\p88_single_dpi300_box0.08_txt0.1_procDEFAULT.jpg,p88_single_dpi300_box0.08_txt0.1_procDEFAULT,unlabeled,
88,single,300,defxdef,1236x800,0.12,0.1,,,,1,15,14,4,1,0.25,14,1,0,13,0.215,0.8,grounded,,dino_lab_runs\20260920_124756\p88_single_dpi300_box0.12_txt0.1_procDEFAULT.jpg,p88_single_dpi300_box0.12_txt0.1_procDEFAULT,unlabeled,
89,tiled,300,defxdef,800x800,0.08,0.1,2800.0,0.2,0.45,6,127,8,1,1,1.0,8,2,0,6,0.259,3.0,grounded,,dino_lab_runs\20260920_124756\p89_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p89_tiled_dpi300_box0.08_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,unlabeled,
89,tiled,300,defxdef,800x800,0.12,0.1,2800.0,0.2,0.45,6,75,7,1,1,1.0,7,1,0,6,0.268,2.8,grounded,,dino_lab_runs\20260920_124756\p89_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT.jpg,p89_tiled_dpi300_box0.12_txt0.1_tile2800_ov0.2_nms0.45_procDEFAULT,unlabeled,
89,single,300,defxdef,1236x800,0.08,0.1,,,,1,24,20,1,1,1.0,20,2,0,18,0.155,0.9,grounded,,dino_lab_runs\20260920_124756\p89_single_dpi300_box0.08_txt0.1_procDEFAULT.jpg,p89_single_dpi300_box0.08_txt0.1_procDEFAULT,unlabeled,
89,single,300,defxdef,1236x800,0.12,0.1,,,,1,15,14,1,1,1.0,14,2,0,12,0.178,1.0,grounded,,dino_lab_runs\20260920_124756\p89_single_dpi300_box0.12_txt0.1_procDEFAULT.jpg,p89_single_dpi300_box0.12_txt0.1_procDEFAULT,unlabeled,
